year,GEOID,state,county,borough,tract,median_income,race_total,white_alone,black_alone,asian_alone,pct_white,pct_black,pct_asian,eth_total,hispanic_any,pct_hispanic,pop_total,under5,age65plus,pct_under5,pct_65plus,hh_total,owner_occ,renter_occ,pct_owner,pct_renter
2020,36005017300,36,005,Bronx,017300,20619,5963,763,2904,154,12.796,48.7,2.583,5963,3572,59.903,5963,128,1011,2.147,16.955,2094,105,1989,5.014,94.986
2020,36005017500,36,005,Bronx,017500,24399,6584,586,3779,16,8.9,57.397,0.243,6584,3223,48.952,6584,449,979,6.82,14.869,2858,0,2858,0.0,100.0
2020,36005017701,36,005,Bronx,017701,24977,4501,506,2462,0,11.242,54.699,0.0,4501,2707,60.142,4501,568,540,12.619,11.997,1223,77,1146,6.296,93.704
2020,36005017702,36,005,Bronx,017702,41806,5201,876,2527,15,16.843,48.587,0.288,5201,2621,50.394,5201,346,538,6.653,10.344,1539,222,1317,14.425,85.575
2020,36005017901,36,005,Bronx,017901,40631,4955,888,1555,81,17.921,31.382,1.635,4955,3774,76.165,4955,332,312,6.7,6.297,1605,116,1489,7.227,92.773
2020,36005017902,36,005,Bronx,017902,40236,3966,657,1315,10,16.566,33.157,0.252,3966,2802,70.651,3966,316,253,7.968,6.379,1252,0,1252,0.0,100.0
2020,36005018101,36,005,Bronx,018101,44426,3451,182,1174,1,5.274,34.019,0.029,3451,2423,70.212,3451,291,195,8.432,5.651,1009,57,952,5.649,94.351
2020,36005018102,36,005,Bronx,018102,26289,5404,651,2320,116,12.047,42.931,2.147,5404,3062,56.662,5404,290,918,5.366,16.987,2100,55,2045,2.619,97.381
2020,36005018301,36,005,Bronx,018301,41441,4490,938,1493,47,20.891,33.252,1.047,4490,2513,55.969,4490,293,1013,6.526,22.561,2074,432,1642,20.829,79.171
2020,36005018302,36,005,Bronx,018302,48640,3503,254,1453,13,7.251,41.479,0.371,3503,2132,60.862,3503,162,265,4.625,7.565,1406,60,1346,4.267,95.733
2020,36005018400,36,005,Bronx,018400,101823,3997,2531,169,184,63.322,4.228,4.603,3997,1883,47.11,3997,349,557,8.732,13.935,1438,615,823,42.768,57.232
2020,36005018501,36,005,Bronx,018501,38839,2764,217,1657,0,7.851,59.949,0.0,2764,1259,45.55,2764,303,71,10.962,2.569,1115,15,1100,1.345,98.655
2020,36005018502,36,005,Bronx,018502,22860,6395,744,2874,0,11.634,44.941,0.0,6395,4046,63.268,6395,785,365,12.275,5.708,2023,86,1937,4.251,95.749
2020,36005018900,36,005,Bronx,018900,29906,8112,1631,2997,96,20.106,36.945,1.183,8112,4797,59.135,8112,647,455,7.976,5.609,2753,127,2626,4.613,95.387
2020,36005019300,36,005,Bronx,019300,32705,6289,479,3028,52,7.616,48.148,0.827,6289,3968,63.094,6289,443,656,7.044,10.431,2440,96,2344,3.934,96.066
2020,36005019400,36,005,Bronx,019400,63816,2285,845,305,152,36.98,13.348,6.652,2285,1420,62.144,2285,131,290,5.733,12.691,718,306,412,42.618,57.382
2020,36005019500,36,005,Bronx,019500,31365,7097,1115,3041,57,15.711,42.849,0.803,7097,4457,62.801,7097,201,593,2.832,8.356,2572,84,2488,3.266,96.734
2020,36005019900,36,005,Bronx,019900,33267,7937,1226,3143,0,15.447,39.599,0.0,7937,5308,66.877,7937,412,837,5.191,10.546,3145,117,3028,3.72,96.28
2020,36005020000,36,005,Bronx,020000,40847,4750,830,489,1320,17.474,10.295,27.789,4750,2663,56.063,4750,398,433,8.379,9.116,1466,256,1210,17.462,82.538
2020,36005020100,36,005,Bronx,020100,42464,3887,482,1553,1,12.4,39.954,0.026,3887,2556,65.758,3887,279,455,7.178,11.706,1288,0,1288,0.0,100.0
