GEOID,state,county,borough,tract,median_income_2020,pct_white_2020,pct_black_2020,pct_asian_2020,pct_hispanic_2020,pct_under5_2020,pct_65plus_2020,pct_owner_2020,pct_renter_2020,pop_total_2020,hh_total_2020,median_income_2021,pct_white_2021,pct_black_2021,pct_asian_2021,pct_hispanic_2021,pct_under5_2021,pct_65plus_2021,pct_owner_2021,pct_renter_2021,pop_total_2021,hh_total_2021,median_income_2022,pct_white_2022,pct_black_2022,pct_asian_2022,pct_hispanic_2022,pct_under5_2022,pct_65plus_2022,pct_owner_2022,pct_renter_2022,pop_total_2022,hh_total_2022,median_income_2023,pct_white_2023,pct_black_2023,pct_asian_2023,pct_hispanic_2023,pct_under5_2023,pct_65plus_2023,pct_owner_2023,pct_renter_2023,pop_total_2023,hh_total_2023
36047117602,36,047,Kings,117602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59071,32.38,8.03,6.144,70.579,6.502,18.823,42.15,57.85,3076,1051
36047117800,36,047,Kings,117800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52750,20.904,12.801,17.557,61.538,10.452,18.027,37.543,62.457,1703,586
36047118000,36,047,Kings,118000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36047118201,36,047,Kings,118201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91167,13.199,17.72,6.88,73.097,9.492,6.29,15.65,84.35,3561,1016
36047118202,36,047,Kings,118202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88140,28.599,7.695,0.769,81.308,8.657,10.773,34.331,65.669,3119,1002
36047118400,36,047,Kings,118400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65766,26.967,16.762,4.057,73.689,2.234,10.881,27.256,72.744,4880,1607
36047118600,36,047,Kings,118600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83125,7.781,22.807,33.369,38.824,4.84,18.155,41.409,58.591,3740,809
36047118800,36,047,Kings,118800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60197,5.03,27.383,39.523,24.073,9.058,11.554,23.673,76.327,5288,1225
36047119000,36,047,Kings,119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46979,8.95,33.831,12.52,52.744,7.032,15.77,24.601,75.399,1877,752
36047119200,36,047,Kings,119200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88705,8.441,30.721,3.152,49.274,9.372,10.797,33.554,66.446,3649,1207
36047119400,36,047,Kings,119400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71801,7.904,56.22,16.438,22.714,7.238,13.662,34.007,65.993,5402,1485
36047119600,36,047,Kings,119600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54177,4.767,41.389,24.818,22.866,5.947,11.244,13.05,86.95,6608,2138
36047119800,36,047,Kings,119800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46391,14.94,27.77,0.767,79.041,8.873,16.499,22.543,77.457,4170,1211
36047120000,36,047,Kings,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47656,3.51,40.841,36.709,13.126,8.629,10.896,30.01,69.99,2735,973
36047120200,36,047,Kings,120200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119522,11.972,16.244,32.886,26.925,5.216,11.674,58.546,41.454,2013,509
36047120801,36,047,Kings,120801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58869,2.345,67.212,14.513,12.898,3.65,17.257,51.714,48.286,4520,1400
36047120802,36,047,Kings,120802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33662,1.532,95.645,0.0,13.46,15.868,7.77,1.597,98.403,4569,1691
36047120803,36,047,Kings,120803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49702,16.993,56.222,0.758,26.153,0.0,14.719,29.432,70.568,1583,581
36047121000,36,047,Kings,121000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21985,14.617,55.259,0.84,48.123,1.901,11.259,0.0,100.0,4050,1625
36047121400,36,047,Kings,121400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37626,5.393,62.208,0.105,38.129,13.44,10.259,0.0,100.0,4747,1602
36047122000,36,047,Kings,122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70268,0.738,91.459,3.032,4.429,11.375,7.368,19.122,80.878,7587,2484
36047123700,36,047,Kings,123700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52649,94.807,3.058,0.204,3.187,17.618,1.459,34.495,65.505,9320,1406
36047150200,36,047,Kings,150200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126364,85.536,3.99,3.206,9.797,6.662,11.649,55.97,44.03,2807,1072
36047152200,36,047,Kings,152200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214297,49.608,13.381,24.38,7.18,6.723,18.407,74.552,25.448,3064,1395
36047990100,36,047,Kings,990100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36061000100,36,061,New York,000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36061000201,36,061,New York,000201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38657,11.682,16.316,19.081,57.905,1.674,14.759,0.0,100.0,2568,823
36061000202,36,061,New York,000202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40182,36.804,14.753,22.584,36.141,2.235,22.57,29.489,70.511,6934,3191
36061000500,36,061,New York,000500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36061000600,36,061,New York,000600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34473,15.247,7.299,49.347,29.256,1.759,26.496,5.264,94.736,10179,5243
36061000700,36,061,New York,000700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197058,69.349,4.218,13.632,9.569,3.408,3.941,15.595,84.405,9008,5117
36061000800,36,061,New York,000800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33953,13.612,0.506,81.033,4.342,3.375,22.41,2.66,97.34,8889,4324
36061000900,36,061,New York,000900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222237,64.624,10.108,14.57,10.591,6.72,6.022,22.706,77.294,1860,872
36061001001,36,061,New York,001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130417,70.93,5.174,9.651,14.826,3.372,16.86,78.392,21.608,1720,796
36061001002,36,061,New York,001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24350,12.709,23.795,16.858,56.445,10.495,19.105,0.0,100.0,6098,2448
36061001200,36,061,New York,001200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105938,54.583,2.819,18.996,25.481,3.735,29.17,59.465,40.535,4364,1944
36061001300,36,061,New York,001300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193984,64.83,6.833,23.627,2.662,2.29,2.662,16.329,83.671,5371,2915
36061001401,36,061,New York,001401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94076,70.545,2.239,7.599,10.898,3.564,38.616,76.093,23.907,3395,1761
36061001402,36,061,New York,001402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50347,35.46,7.654,33.807,23.572,3.102,26.384,8.854,91.146,3449,1807
36061001501,36,061,New York,001501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123750,55.844,6.043,26.771,3.703,6.584,22.631,57.298,42.702,7777,3398
36061001502,36,061,New York,001502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182348,59.517,6.305,20.742,8.957,1.897,2.487,10.779,89.221,8485,4054
36061001600,36,061,New York,001600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,26.293,2.273,66.761,1.051,1.506,27.798,26.736,73.264,7040,3385
36061001800,36,061,New York,001800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79973,37.332,6.237,43.897,13.503,1.313,21.009,11.313,88.687,6702,2979
36061002000,36,061,New York,002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24655,5.279,21.865,18.131,56.937,5.612,16.9,0.0,100.0,4793,2022
36061002100,36,061,New York,002100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250001,72.042,7.188,14.25,10.712,8.396,6.823,42.578,57.422,7944,3382
36061002201,36,061,New York,002201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38594,30.138,22.619,15.178,30.806,1.196,19.901,11.093,88.907,6437,3011
36061002202,36,061,New York,002202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137313,60.864,8.434,13.544,21.562,2.202,8.101,12.462,87.538,2407,995
36061002400,36,061,New York,002400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20876,7.141,25.23,17.392,55.959,2.712,25.081,0.0,100.0,4019,1776
36061002500,36,061,New York,002500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23737,8.619,31.893,31.953,34.359,1.124,26.588,0.0,100.0,5070,1920
36061002601,36,061,New York,002601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32837,31.185,17.926,14.946,42.966,4.62,11.85,6.524,93.476,4329,1916
36061002602,36,061,New York,002602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73899,59.604,4.897,15.039,16.118,1.749,16.963,23.073,76.927,3431,1907
36061002700,36,061,New York,002700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,24.097,0.084,71.453,0.42,0.84,33.669,77.987,22.013,1191,636
36061002800,36,061,New York,002800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75100,41.562,8.614,14.437,35.804,3.834,20.132,15.476,84.524,6234,3108
36061002901,36,061,New York,002901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11612,25.856,35.361,12.674,43.346,0.0,15.589,0.0,100.0,789,79
36061002902,36,061,New York,002902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,12.056,0.0,83.612,1.227,2.218,33.325,13.84,86.16,3832,1893
36061003001,36,061,New York,003001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102883,58.483,11.024,11.613,24.503,2.382,7.341,9.435,90.565,4073,2247
36061003002,36,061,New York,003002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70346,51.316,10.897,21.559,22.301,5.803,22.672,6.762,93.238,2964,1745
36061003100,36,061,New York,003100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225694,47.04,11.588,27.365,17.292,1.155,4.729,22.887,77.113,2770,769
36061003200,36,061,New York,003200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92434,77.739,1.512,9.742,9.612,1.46,17.248,21.232,78.768,7740,4625
36061003300,36,061,New York,003300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250001,76.48,2.26,8.576,5.059,4.629,11.769,42.556,57.444,5574,2606
36061003400,36,061,New York,003400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112030,68.489,5.221,10.426,15.199,3.506,9.082,10.536,89.464,6474,3958
36061003601,36,061,New York,003601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49869,38.365,6.031,22.794,35.639,2.112,21.329,17.943,82.057,2935,1449
36061003602,36,061,New York,003602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136607,66.137,9.65,12.077,14.389,2.023,17.163,14.708,85.292,3461,1523
36061003700,36,061,New York,003700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250001,63.379,5.782,17.489,8.588,3.94,18.084,35.063,64.937,3528,1908
36061003800,36,061,New York,003800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78526,65.508,2.651,17.774,15.028,1.082,18.626,9.093,90.907,7393,4564
36061003900,36,061,New York,003900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184604,61.553,4.029,27.055,13.317,6.327,22.46,46.627,53.373,6180,2831
36061004001,36,061,New York,004001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153701,73.416,1.245,15.187,9.571,1.992,14.246,10.959,89.041,3615,1971
36061004002,36,061,New York,004002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154390,63.824,6.576,17.36,12.512,2.464,5.072,17.667,82.333,6250,2049
36061004100,36,061,New York,004100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96461,52.194,2.847,39.442,5.723,0.279,16.317,5.328,94.672,6815,3247
36061004200,36,061,New York,004200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166447,54.923,6.45,24.991,12.844,2.829,8.129,41.123,58.877,5302,1532
36061004300,36,061,New York,004300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93816,62.201,3.008,13.008,21.309,0.864,16.769,11.809,88.191,3590,2498
36061004400,36,061,New York,004400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150697,75.024,3.95,10.297,12.018,2.691,16.525,0.0,100.0,16684,8336
36061004500,36,061,New York,004500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185208,74.403,2.006,16.619,3.916,6.781,18.338,48.055,51.945,1047,437
36061004700,36,061,New York,004700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000,78.389,0.0,12.409,5.956,8.438,13.402,27.399,72.601,2619,1584
36061004800,36,061,New York,004800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171472,70.21,4.474,19.024,7.583,4.324,17.282,52.777,47.223,6660,2971
36061004900,36,061,New York,004900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151546,80.757,1.532,11.011,8.822,2.736,20.534,28.903,71.097,4568,2453
36061005000,36,061,New York,005000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190380,73.933,1.862,15.439,2.992,6.653,16.59,50.623,49.377,4780,2807
36061005200,36,061,New York,005200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229963,70.887,5.882,12.332,8.211,4.091,13.676,57.807,42.193,3349,1313
36061005400,36,061,New York,005400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139891,75.556,2.796,16.035,7.837,3.22,24.105,55.874,44.126,4721,2894
36061005501,36,061,New York,005501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230167,54.023,7.167,28.042,8.923,7.311,11.145,33.576,66.424,5581,2064
36061005502,36,061,New York,005502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149853,69.633,2.121,17.848,11.64,6.363,14.951,30.256,69.744,1933,1094
36061005600,36,061,New York,005600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228750,52.223,9.31,9.85,22.132,2.825,13.952,31.388,68.612,4071,2450
36061005700,36,061,New York,005700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222237,84.398,0.698,7.958,4.921,3.072,23.037,42.718,57.282,2865,1442
36061005800,36,061,New York,005800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221875,60.97,8.205,19.266,8.704,1.927,5.372,6.542,93.458,4412,2354
36061005900,36,061,New York,005900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163583,75.01,3.668,12.927,6.512,2.001,20.067,61.29,38.71,5098,2356
36061006000,36,061,New York,006000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206087,76.833,3.201,8.979,7.047,4.887,24.114,0.0,100.0,5279,2354
36061006100,36,061,New York,006100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244014,52.797,5.372,32.133,8.853,0.644,17.183,48.6,51.4,4970,2286
36061006200,36,061,New York,006200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101598,43.412,18.08,22.752,17.174,3.765,14.664,0.0,100.0,4303,1344
36061006300,36,061,New York,006300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176827,85.555,1.335,7.445,6.024,1.232,25.843,42.853,57.147,5843,3379
36061006400,36,061,New York,006400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113556,71.923,8.981,10.921,8.704,2.393,15.695,28.399,71.601,7939,4560
36061006500,36,061,New York,006500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119467,78.86,3.731,9.489,8.418,0.842,12.263,13.862,86.138,5227,2900
36061006600,36,061,New York,006600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135367,58.454,8.471,21.112,11.842,2.546,21.599,34.999,65.001,11510,6746
36061006700,36,061,New York,006700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129494,82.386,3.795,5.864,8.746,0.731,21.347,16.093,83.907,4928,3194
36061006800,36,061,New York,006800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153913,67.763,8.847,8.973,8.693,4.115,11.548,32.312,67.688,7144,3460
36061006900,36,061,New York,006900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239038,79.3,1.167,7.549,14.825,2.879,13.58,41.508,58.492,2570,1154
36061007001,36,061,New York,007001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157802,79.094,5.864,8.51,3.671,5.435,14.47,24.668,75.332,4195,2108
36061007002,36,061,New York,007002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158158,73.069,3.482,15.098,9.249,0.326,17.41,18.327,81.673,3676,2248
36061007100,36,061,New York,007100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167963,78.803,4.176,8.52,16.685,5.593,13.945,36.054,63.946,5364,2732
36061007200,36,061,New York,007200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160880,65.504,5.094,19.089,4.291,5.731,10.244,20.537,79.463,7224,4168
36061007300,36,061,New York,007300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170434,83.008,2.733,3.743,12.831,3.116,10.62,17.535,82.465,5744,3610
36061007400,36,061,New York,007400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194636,67.034,3.538,23.987,5.954,0.913,10.177,23.205,76.795,5257,2758
36061007500,36,061,New York,007500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157350,86.917,1.914,6.03,5.899,3.251,25.223,40.747,59.253,3814,2329
36061007600,36,061,New York,007600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164188,44.562,6.436,31.12,14.908,2.363,7.536,24.211,75.789,2455,1425
36061007700,36,061,New York,007700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170655,82.629,0.734,5.068,5.641,0.573,15.061,32.544,67.456,5584,3337
36061007800,36,061,New York,007800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126617,57.477,2.08,25.321,14.467,2.651,14.741,27.791,72.209,8412,4685
36061007900,36,061,New York,007900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159763,74.479,3.124,4.187,17.944,3.434,21.356,36.371,63.629,4514,2535
36061008000,36,061,New York,008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176988,67.744,6.841,18.065,7.162,1.984,17.706,50.422,49.578,5292,2844
36061008100,36,061,New York,008100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161474,80.098,1.311,8.529,10.267,0.821,17.549,32.95,67.05,6331,3912
36061008200,36,061,New York,008200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191250,55.29,6.545,13.419,19.605,1.823,10.012,43.595,56.405,3346,1897
36061008300,36,061,New York,008300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79036,42.959,2.756,12.152,32.268,0.772,23.147,10.486,89.514,3629,2079
36061008400,36,061,New York,008400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250001,40.964,11.265,33.795,12.41,3.855,14.699,31.607,68.393,1660,946
36061008601,36,061,New York,008601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168320,49.421,0.532,35.158,17.423,1.189,11.73,22.693,77.307,3197,1745
36061008602,36,061,New York,008602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-666666666,,,,,,,,,0,0
36061008603,36,061,New York,008603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189926,77.255,0.154,7.035,15.902,5.571,41.769,65.676,34.324,5188,2759
36061008700,36,061,New York,008700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147454,67.997,6.915,11.747,12.08,2.188,8.281,31.862,68.138,5712,3352
36061008800,36,061,New York,008800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106033,60.4,3.284,19.49,1.508,0.986,22.802,35.105,64.895,7096,4911
36061008900,36,061,New York,008900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98952,64.951,3.659,10.942,18.071,3.71,17.661,28.84,71.16,5849,3086
36061009000,36,061,New York,009000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152716,67.57,3.599,19.226,6.377,1.382,23.892,26.408,73.592,7308,4332
36061009100,36,061,New York,009100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188145,62.343,10.923,13.747,11.296,4.112,13.452,28.102,71.898,6445,3594
36061009200,36,061,New York,009200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170341,62.713,1.42,26.136,6.818,3.267,11.861,16.909,83.091,1408,893
36061009300,36,061,New York,009300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105682,72.172,7.722,4.454,20.487,5.021,21.61,43.337,56.663,9699,5568
36061009400,36,061,New York,009400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120625,57.143,0.0,7.792,5.195,0.0,0.0,16.667,83.333,77,48
36061009500,36,061,New York,009500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200455,73.033,7.898,13.584,7.438,3.073,9.966,25.526,74.474,3482,1426
36061009600,36,061,New York,009600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91538,25.316,20.464,20.253,16.456,8.228,7.173,28.049,71.951,474,164
36061009700,36,061,New York,009700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70816,57.248,5.763,15.434,24.079,1.117,40.608,53.669,46.331,4477,2698
36061009800,36,061,New York,009800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141989,70.89,1.419,19.442,7.641,2.301,18.25,37.841,62.159,8389,4585
36061009901,36,061,New York,009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250001,75.425,2.548,11.624,9.926,1.911,4.512,25.538,74.462,1884,975
36061009902,36,061,New York,009902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169241,46.093,11.877,19.717,22.391,6.067,2.725,2.486,97.514,3890,2212
36061009903,36,061,New York,009903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139659,42.036,14.326,25.448,11.31,1.697,12.064,7.373,92.627,1061,651
36061010000,36,061,New York,010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115536,72.017,2.786,15.506,19.079,2.968,19.503,19.035,80.965,1651,1098
36061010100,36,061,New York,010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106528,36.869,13.729,32.501,17.889,1.092,4.888,0.0,100.0,1923,1116
36061010200,36,061,New York,010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96375,82.377,8.607,2.869,0.41,4.098,53.279,40.881,59.119,244,159
36061010300,36,061,New York,010300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158343,53.844,9.666,27.181,9.731,1.881,8.401,4.18,95.82,3083,1531
36061010400,36,061,New York,010400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188971,69.792,1.042,16.875,4.583,1.458,29.479,49.298,50.702,960,570
36061010601,36,061,New York,010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250001,85.004,1.402,6.017,4.047,9.363,30.759,65.859,34.141,7562,3960
36061010602,36,061,New York,010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202674,63.404,4.674,16.66,12.046,9.828,12.465,23.831,76.169,5006,2245
36061010801,36,061,New York,010801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162455,64.068,4.545,17.089,7.537,4.171,18.556,40.457,59.543,3476,1881
36061010802,36,061,New York,010802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157532,87.689,0.0,9.209,4.983,1.661,52.785,47.341,52.659,4094,2144
36061010803,36,061,New York,010803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116758,83.152,1.902,6.902,5.109,3.804,24.783,57.802,42.198,1840,1019
36061010900,36,061,New York,010900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150625,42.0,25.5,14.5,14.0,0.0,6.0,19.048,80.952,200,84
36061011000,36,061,New York,011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144856,69.72,4.572,14.551,18.001,9.346,19.439,14.282,85.718,6955,3921
36061011100,36,061,New York,011100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104119,42.144,9.608,31.278,15.922,1.175,8.853,11.273,88.727,4767,2741
36061011201,36,061,New York,011201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207850,76.105,0.0,16.211,5.895,3.263,28.421,24.599,75.401,950,561
36061011202,36,061,New York,011202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206295,84.615,0.0,6.346,0.962,0.0,53.654,77.994,22.006,520,309
36061011203,36,061,New York,011203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174453,76.353,0.0,14.815,1.899,3.134,26.021,50.262,49.738,1053,573
36061011300,36,061,New York,011300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91250,13.115,58.197,13.115,4.918,0.0,29.508,41.176,58.824,122,34
36061011401,36,061,New York,011401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250001,79.965,0.527,11.336,4.745,7.206,35.237,38.253,61.747,1138,664
36061011402,36,061,New York,011402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217500,78.493,2.365,11.958,10.425,1.139,29.172,61.424,38.576,2283,1138
36061011500,36,061,New York,011500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130302,51.642,12.7,20.056,14.075,0.458,8.577,10.795,89.205,3929,1825
36061011600,36,061,New York,011600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105893,69.576,3.078,18.739,12.821,2.54,16.946,10.634,89.366,3346,2144
36061011700,36,061,New York,011700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517,57.434,5.227,17.739,16.215,2.376,3.781,0.565,99.435,5051,3364
36061011800,36,061,New York,011800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157480,84.274,1.205,9.617,5.633,5.348,21.845,37.674,62.326,9462,5306
36061011900,36,061,New York,011900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15843,29.046,45.145,2.129,23.424,2.215,51.874,0.0,100.0,1174,1024
36061012000,36,061,New York,012000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159605,77.243,1.657,11.847,5.064,3.97,35.198,66.349,33.651,3199,1786
